t_s,x,y,x_left,y_left,x_right,y_right
0.0,0.0,0.0,0.230234270940749,0.598989762542922,0.2310223762736321,0.5989891594073447
0.02,4.99999999803435e-06,0.32768499999999806,0.230234270940749,0.5989898399984881,0.2310224288900132,0.6040652822737461
0.04,0.327684999999993,0.655365,0.23367066282156,0.6040659679761512,0.2310224288900132,0.6040652822737461
0.06,0.327684999999993,0.6553599999999951,0.23367066282156,0.604065890520585,0.2310224288900132,0.6040652822737461
0.08,0.655364999999995,0.655365,0.23367066282156,0.6040659679761512,0.23447069604316392,0.6040652822737461
0.1,0.655364999999995,0.32768000000000197,0.23367066282156,0.6040659679761512,0.23447069604316392,0.5989890819518567
0.12,0.655364999999995,0.327679999999995,0.23367066282156,0.604065890520585,0.23447069604316392,0.5989891594073447
0.14,0.983039999999995,0.655365,0.23367066282156,0.6040659679761512,0.23791891057993356,0.6040652822737461
0.16,0.983034999999995,0.9830450000000001,0.23710700226719228,0.6040659679761512,0.23447064342678275,0.6091414051401476
0.18,0.9830300000000001,0.655365,0.2336706103863812,0.6040659679761512,0.23791885796355242,0.6040652822737461
0.2,0.9830300000000001,0.32768499999999806,0.23710700226719228,0.5989898399984881,0.2344705908104017,0.6040652822737461
0.22,0.655354999999995,0.655365,0.23367066282156,0.6040659679761512,0.2344705908104017,0.6040652822737461
0.24,1.31071,0.655365,0.23710700226719228,0.6040659679761512,0.23791885796355242,0.6040652822737461
0.26,0.9830300000000001,0.9830450000000001,0.23710700226719228,0.6040659679761512,0.2344705908104017,0.6091414051401476
0.28,0.65535,0.655365,0.2336706103863812,0.6040659679761512,0.2344705908104017,0.6040652822737461
0.3,1.310715,0.9830450000000001,0.23710700226719228,0.6040659679761512,0.23791891057993356,0.6091414051401476
0.32,1.310715,1.3107250000000001,0.23710700226719228,0.6091420959538143,0.23791891057993356,0.6091414051401476
0.34,0.983034999999995,0.655365,0.23710700226719228,0.6040659679761512,0.23447064342678275,0.6040652822737461
0.36,1.9660849999999948,0.6553599999999999,0.23367066282156,0.6040659679761512,0.24826376465576677,0.6040652048182581
0.38,19.66093,-0.3277300000000028,0.32645382039042603,0.5989894527206578,0.34136771442017166,0.5939125718080147
0.4,20.316274999999997,-0.9831000000000001,0.33676299603285925,0.5888370418541996,0.3379192894178775,0.5939125718080147
0.42,20.643945000000002,-1.31078,0.33676299603285925,0.5888370418541996,0.34136745133826607,0.5888364489416134
0.44,21.62696,-1.310775,0.34363562248894486,0.5888371193097656,0.3448156132586545,0.5888364489416134
0.46,21.62694,-0.983095,0.3436355176185872,0.5888371193097656,0.3448155080258923,0.5939125718080147
0.48,22.282294999999998,-0.98309,0.3470718570642194,0.5939132472874287,0.348263775179043,0.5888365263971014
0.5,21.954615,-0.6554150000000001,0.3470718570642194,0.5939132472874287,0.3448155080258923,0.5939125718080147
0.52,22.282305,-0.32773000000000085,0.34707190949939826,0.5939132472874287,0.3482638277954241,0.5989887721299043
