t_s,x,y,x_left,y_left,x_right,y_right
0.0,0.0,0.0,0.4064132554178849,0.25893226082489074,0.4095706862306499,0.25000371251028775
0.02,0.655355,-4.999999999977245e-06,0.4117608036205617,0.25000357626942915,0.4148897091050049,0.25893226569257666
0.04,0.32768,-0.983055,0.4117608036205617,0.24107489171396765,0.4095706862306499,0.2410750230890892
0.06,0.655355,-0.983055,0.4117608036205617,0.24107489171396765,0.4148897091050049,0.2410750230890892
0.08,0.65535,-1.638415,0.41176072202345165,0.2321463433973415,0.4148897091050049,0.23214646990680035
0.1,0.6553450000000001,-1.966095,0.41176072202345165,0.23214647963617688,0.4148896279419184,0.2232177804856018
0.12,0.65533,-2.6214649999999997,0.4117606404263417,0.21428924676408923,0.4148894656157454,0.22321764424669216
0.14,-3.4999999996899e-05,-2.62147,0.4064130106265549,0.21428911052525382,0.4095703615783039,0.22321764424669216
0.16,-0.6554,-1.966105,0.40106538082676807,0.22321765884188,0.4042512575408624,0.2321463336678907
0.18,-0.3277250000000008,-1.966105,0.4064128474323348,0.22321765884188,0.4042512575408624,0.2321463336678907
0.2,-0.32771999999999923,-1.638415,0.4064129290294448,0.2321463433973415,0.4042512575408624,0.23214646990680035
0.22,-0.655395,-1.638415,0.4010654624238781,0.2321463433973415,0.4042512575408624,0.23214646990680035
0.24,1.6384150000000002,0.327704999999995,0.4171083518232385,0.25000384874709985,0.4255282418322339,0.2678613638305041
0.26,1.310755,1.3107550000000001,0.41710867821167863,0.2678612178580231,0.4202091377947924,0.276789917012793
0.28,0.98308,1.96612,0.41710867821167863,0.27678990241348456,0.4148901149204374,0.2857184701950819
0.3,0.65541,2.293805,0.41176121160611184,0.2857184507301107,0.41489019608352395,0.28571860643399155
0.32,0.65541,2.62149,0.41176121160611184,0.28571858696894614,0.41489019608352395,0.2946471596162804
0.34,0.65541,2.621495,0.41176121160611184,0.28571858696894614,0.41489019608352395,0.29464729585519006
0.36,0.32772499999999927,2.6215,0.41176121160611184,0.2857187232077815,0.4095710108829959,0.29464729585519006
0.38,0.32772499999999927,2.94918,0.41176121160611184,0.2946472715244077,0.4095710108829959,0.29464729585519006
0.4,5.000000000166e-05,3.276865,0.4064136634034351,0.2946472715244077,0.40957109204608244,0.30357598527638857
0.42,-0.32762499999999756,3.60455,0.4064137450005451,0.3035759560798692,0.40425198800864093,0.30357598527638857
0.44,-0.3276199999999976,3.60455,0.4064137450005451,0.3035759560798692,0.40425206917172746,0.30357598527638857
0.46,-0.3276199999999976,3.60455,0.4064137450005451,0.3035759560798692,0.40425206917172746,0.30357598527638857
0.48,-0.6553,3.9322299999999997,0.4010661967978683,0.3035759560798692,0.40425206917172746,0.3125045384586774
0.5,-0.6553,3.60455,0.4010661967978683,0.3035759560798692,0.40425206917172746,0.30357598527638857
0.52,-0.98298,3.60455,0.4010661967978683,0.3035759560798692,0.39893296513428594,0.30357598527638857
0.54,-0.6553,3.9322299999999997,0.4010661967978683,0.3035759560798692,0.40425206917172746,0.3125045384586774
